Date,Open,High,Low,Close,Volume,Daily_Return,Log_Return
2024-07-22,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,48201800,,
2024-07-23,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,39960300,0.004688282557118395,0.004677326789594538
2024-07-24,224.0,224.8000030517578,217.1300048828125,218.5399932861328,61777600,-0.02875428371474653,-0.029175787827119493
2024-07-25,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,51391200,-0.004804556718339459,-0.004816135703785029
2024-07-26,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,41601300,0.002161024455525684,0.0021586928007479855
2024-07-29,216.9600067138672,219.3000030517578,215.75,218.24000549316406,36311800,0.0012846337432190769,0.0012838093072815582
2024-07-30,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,41643800,0.0025659711533103646,0.0025626846701447548
2024-07-31,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,50036300,0.014990853444005525,0.01487960106793107
2024-08-01,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,62501000,-0.016750725819666967,-0.016892605854743614
2024-08-02,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,105568600,0.006869389978967133,0.006845903218090754
2024-08-05,199.08999633789062,213.5,196.0,209.27000427246094,119548600,-0.0481669985831521,-0.04936567825820948
2024-08-06,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,69660500,-0.009748212850733573,-0.009796037736204077
2024-08-07,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,63516400,0.01249824663455068,0.012420788278095785
2024-08-08,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,47161100,0.016633257613904107,0.016496440047890637
2024-08-09,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,42201600,0.013735914716165532,0.013642432112899172
2024-08-12,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,38028100,0.005965562584919537,0.005947839068675798
2024-08-13,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,44155300,0.017193056195245138,0.01704692815169473
2024-08-14,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,41960600,0.002033700635211577,0.0020316354655589564
2024-08-15,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,46414000,0.01353057903429189,0.013439858170884555
2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,44340200,0.0059184844421056315,0.005901039012885079
2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,40687800,-0.0007078241979617816,-0.0007080748237822121
2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,30299000,0.0027446771387078517,0.0027409173903683026
2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,34765500,-0.00048563247988708813,-0.00048575043753018576
2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,43695300,-0.008259695969967673,-0.00829399626263072
2024-08-23,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,38677300,0.010288146667049025,0.010235583894401934
2024-08-26,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,30602200,0.0014988376978466444,0.001497715561750823
2024-08-27,226.0,228.85000610351562,224.88999938964844,228.02999877929688,35934600,0.0037415535298863656,0.0037345713292431526
2024-08-28,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,38052200,-0.006753467940081581,-0.0067763758012828745
2024-08-29,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,51906300,0.014570125448949867,0.014465001057922144
2024-08-30,230.19000244140625,230.39999389648438,227.47999572753906,229.0,52990800,-0.0034378924636161434,-0.0034438155952010163
2024-09-03,228.5500030517578,229.0,221.1699981689453,222.77000427246094,50190600,-0.027205221517637823,-0.02758213529865916
2024-09-04,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,43840200,-0.00861874638471094,-0.008656102576570568
2024-09-05,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,36615400,0.006927773316790065,0.006903886553159211
2024-09-06,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,48423000,-0.007015008203708928,-0.007039729052903176
2024-09-09,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,67180000,0.00040755518026269755,0.00040747215220893196
2024-09-10,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,51591000,-0.0036213980285901837,-0.0036279711645237356
2024-09-11,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,44587100,0.011585130365211915,0.011518536580701344
2024-09-12,222.5,223.5500030517578,219.82000732421875,222.77000427246094,37455600,0.0004940295003250661,0.0004939075079279931
2024-09-13,223.5800018310547,224.0399932861328,221.91000366210938,222.5,36766600,-0.001212031545013148,-0.0012127666492860456
2024-09-16,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,59357400,-0.027775247981039364,-0.028168274893435985
2024-09-17,215.75,216.89999389648438,214.5,216.7899932861328,45519300,0.0021726421320320544,0.0021702853581153647
2024-09-18,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900,0.017989802463465043,0.017829900851698888
2024-09-19,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,66781300,0.03706553348719566,0.036395122513138034
2024-09-20,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,318679900,-0.002927418111763669,-0.0029317113810076734
2024-09-23,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,54146000,-0.007581050616453089,-0.007609932845028311
2024-09-24,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,43556100,0.0039740093241191765,0.003966133807088212
2024-09-25,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,42308700,-0.004398117700115112,-0.004407817871880049
2024-09-26,227.3000030517578,228.5,225.41000366210938,227.52000427246094,36636700,0.005080219022305155,0.005067358248290077
2024-09-27,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,34026000,0.0011866605511687833,0.0011859570260455143
2024-09-30,230.0399932861328,233.0,229.64999389648438,233.0,54541900,0.02287197360475246,0.02261433114638134
2024-10-01,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,63285000,-0.029141602086406926,-0.029574652516157762
2024-10-02,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,32880600,0.002519747352073054,0.002516578111388057
2024-10-03,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,34044200,-0.004894614235498862,-0.004906632090970753
2024-10-04,227.89999389648438,228.0,224.1300048828125,226.8000030517578,37245100,0.005007333238716605,0.004994838239359645
2024-10-07,224.5,225.69000244140625,221.3300018310547,221.69000244140625,39505400,-0.022530866585506182,-0.022788564690753965
2024-10-08,224.3000030517578,225.97999572753906,223.25,225.77000427246094,31855700,0.01840408582309916,0.018236780255269203
2024-10-09,225.22999572753906,229.75,224.8300018310547,229.5399932861328,33591100,0.016698360908574017,0.01656047612946221
2024-10-10,227.77999877929688,229.5,227.1699981689453,229.0399932861328,28183500,-0.0021782696463562568,-0.0021806455265149793
2024-10-11,229.3000030517578,229.41000366210938,227.33999633789062,227.5500030517578,31759200,-0.006505371454991304,-0.0065266236027587965
2024-10-14,228.6999969482422,231.72999572753906,228.60000610351562,231.3000030517578,39882100,0.01647989430765695,0.016345574557307785
2024-10-15,233.61000061035156,237.49000549316406,232.3699951171875,233.85000610351562,64751400,0.011024656368842312,0.010964327840695454
2024-10-16,231.60000610351562,232.1199951171875,229.83999633789062,231.77999877929688,34082200,-0.008851859184055066,-0.008891269632426813
2024-10-17,233.42999267578125,233.85000610351562,230.52000427246094,232.14999389648438,32993800,0.001596320300009113,0.00159504753507278
2024-10-18,236.17999267578125,236.17999267578125,234.00999450683594,235.0,46431500,0.01227657195109133,0.012201825969486713
2024-10-21,234.4499969482422,236.85000610351562,234.4499969482422,236.47999572753906,36254500,0.006297854159740712,0.006278105548775947
2024-10-22,233.88999938964844,236.22000122070312,232.60000610351562,235.86000061035156,38846600,-0.002621765597043635,-0.0026252084433400213
